ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
IDssdWBTS,17/01/17 12:09,994124,397591,10345,26461535,f,,Tablet,0
IDb4hgLo3,11/01/17 14:17,6240846,826452,93286,20116446,b,Edge,Tablet,0
IDYMU5ryS,14/01/17 09:57,,255204,80554,57977218,b,InternetExplorer,Desktop,0
IDBa1nFiB,20/01/17 10:41,5059110,309878,73248,43770446,b,Mozilla,Desktop,0
ID67R4mQk,13/01/17 09:36,5142941,168547,98552,17990842,b,,Tablet,0
IDlCp0xLt,11/01/17 10:35,7899938,39987,30580,67147700,a,Mozilla Firefox,Desktop,0
IDs3a8Yfu,18/01/17 09:16,1146325,427797,56027,65927519,c,Google Chrome,Mobile,1
IDYQTHsb8,18/01/17 17:42,945455,998350,12052,39507200,a,Firefox,,0
IDQgGqWmS,20/01/17 13:00,5236441,272601,82877,99684291,b,Firefox,,0
IDYMGiToO,13/01/17 11:38,1941065,645380,40339,35888759,f,,Mobile,0
IDqn4kX6F,18/01/17 15:59,7168980,386815,46450,54630329,a,Firefox,Mobile,0
IDPRKXC27,15/01/17 14:31,3473032,530196,17714,74363610,b,Mozilla,Desktop,0
IDkZzchS7,13/01/17 04:18,90191,121091,96184,57500672,d,IE,Mobile,0
IDLZo9WT1,19/01/17 06:06,,501969,30580,67147700,b,InternetExplorer,Desktop,0
IDBFYLNrt,18/01/17 15:31,6969907,781508,93286,47079934,f,InternetExplorer,Desktop,1
IDCZeWfrJ,19/01/17 08:52,5830026,845249,53956,7490999,b,Google Chrome,Mobile,0
IDEeiZ04t,16/01/17 08:27,9430920,227900,8467,95302954,b,Firefox,Mobile,0
IDkKATKcd,10/01/17 16:32,682990,595449,82396,9556126,c,Edge,,0
IDXqXomV4,14/01/17 15:49,39653,678143,6906,99510044,a,Firefox,Mobile,0
IDTaav6vW,17/01/17 17:26,3039169,338306,20322,81968512,b,Edge,Tablet,0
IDWY0XpHj,12/01/17 09:48,8796773,938819,15912,7864011,a,Mozilla Firefox,Desktop,0
ID7KklSDH,10/01/17 11:28,5316644,205044,26849,8837581,c,Edge,Tablet,0
IDAxFZS5I,16/01/17 12:27,2761700,219381,82396,9556126,a,Google Chrome,Mobile,0
IDsj4RGAH,11/01/17 11:44,6625179,385092,41706,4000296,f,InternetExplorer,Desktop,0
IDoXjlPIY,18/01/17 06:29,4582232,721278,54125,94555413,b,Chrome,Desktop,0
IDl9wWvQ3,20/01/17 15:23,2758288,224765,42227,555603,b,,Tablet,0
ID9e4gE1q,12/01/17 16:43,9145828,846051,6906,99510044,b,Firefox,Mobile,0
IDjDKxKMS,10/01/17 03:12,3723198,550575,40339,43452411,f,InternetExplorer,Desktop,0
IDsOjdC8Q,17/01/17 17:46,2696284,902199,25436,81758577,a,Firefox,Mobile,0
IDVurxfTR,11/01/17 15:26,6289023,612391,97863,87807327,a,InternetExplorer,Desktop,0
IDpNucSzq,16/01/17 04:17,3032554,697436,80319,91808273,e,Mozilla Firefox,Desktop,0
ID3ECBkrQ,15/01/17 12:32,2719423,856308,23576,70184594,a,Mozilla,Desktop,0
IDgqmg9nl,11/01/17 19:25,9490610,713921,11837,87903766,b,Edge,,0
IDnZeBlvP,14/01/17 08:29,8896401,404211,33638,29916445,d,Edge,Tablet,0
IDyDDgtZk,12/01/17 16:53,6834071,37907,835,22435216,b,Mozilla Firefox,Desktop,0
IDHArtCjW,18/01/17 08:01,6520428,257158,42227,82947221,b,Firefox,Mobile,0
ID6ikBWSu,14/01/17 12:37,6602862,310976,82396,17990842,a,Firefox,,0
IDVH7S02a,13/01/17 14:57,5250789,607251,97863,96206255,a,Edge,Tablet,0
IDLwnbdQu,12/01/17 19:07,,324966,904,26391770,a,IE,Mobile,0
IDWpuysLT,10/01/17 09:07,965449,757647,34670,1569330,b,Edge,Tablet,0
IDDQr05kF,10/01/17 15:55,4481679,775091,97863,61392274,a,Firefox,Mobile,0
IDCVmSXJ9,20/01/17 13:31,9843578,127607,93286,9434818,b,Edge,Tablet,0
IDriJsbGJ,12/01/17 14:17,3869096,318180,82877,21873352,f,,Tablet,0
IDtFfMvDb,15/01/17 02:44,1135652,126157,904,26391770,a,Mozilla Firefox,Desktop,0
IDXJX5Nk3,19/01/17 10:08,2030400,613439,43612,57517812,a,Firefox,Mobile,0
ID3rRi1bb,14/01/17 10:58,7247626,379730,54125,26391770,b,Firefox,Mobile,0
IDpJPIytT,14/01/17 08:06,1964117,751847,87895,47079934,f,Mozilla Firefox,Desktop,0
IDbXGMUgQ,11/01/17 13:24,5072486,484157,54125,555603,b,Google Chrome,Mobile,0
IDyd3AyTq,14/01/17 14:11,275388,12334,93286,90093962,b,Chrome,Desktop,0
IDS0h3wHW,13/01/17 17:48,7483326,746271,1678,20301556,d,Edge,Tablet,0
IDmrEj6MI,13/01/17 13:23,5258936,1402,904,74363610,b,Edge,Tablet,0
IDJB479UT,11/01/17 19:15,5819750,387319,70409,43770446,b,IE,Mobile,0
IDFAqZ5kZ,10/01/17 18:19,3760609,624262,34670,87807327,b,Firefox,Mobile,0
IDl1edXsY,17/01/17 16:08,4714972,391426,3037,55358028,b,Mozilla,Desktop,0
IDCgHavZG,11/01/17 13:07,,504166,82877,38492160,b,Firefox,Mobile,0
IDsXcg7Vc,16/01/17 17:55,9240839,953492,44388,26391770,e,,Desktop,0
IDpRvBkt6,19/01/17 11:37,324559,589473,92704,91553313,f,Edge,Tablet,0
IDfgx7S1J,20/01/17 06:27,4836001,667671,25491,79474990,a,Firefox,Mobile,0
IDwYwHFGP,11/01/17 09:22,5140746,299074,35046,54630329,d,,Mobile,0
IDKGCiKi8,12/01/17 10:04,6165582,660967,14345,555603,e,Google Chrome,,1
IDaHV2UHE,12/01/17 14:19,7110545,876231,45620,31388981,e,Opera,Mobile,0
IDRMJPeDs,18/01/17 17:03,9430920,641091,34670,1569330,c,Edge,,0
IDOsJt41o,16/01/17 08:28,1950289,915903,92704,93157824,a,,Mobile,0
IDfOwmGrt,18/01/17 13:44,4594509,346313,13255,4519772,a,IE,Mobile,0
IDIm7yjqQ,14/01/17 11:21,,700915,93286,46997962,a,Firefox,Mobile,0
ID3GwqSoI,14/01/17 10:13,,173965,80554,74868704,a,Firefox,,0
IDVfY1sAN,17/01/17 15:49,4186860,336817,25015,99558603,b,Firefox,,0
IDvra4mKh,14/01/17 16:01,4934455,170980,6906,99510044,c,Edge,Tablet,0
IDxuvPvQd,16/01/17 13:20,7841213,771449,40339,37135965,a,Firefox,Mobile,0
IDxjFgJhY,16/01/17 09:20,5755697,60650,89680,74363610,c,Firefox,,0
IDQSnwdwF,12/01/17 10:51,4933583,564799,14960,47079934,c,Mozilla,Desktop,0
IDxodnYaT,20/01/17 14:05,4545585,915409,12052,54630329,d,Mozilla,Desktop,0
IDFadMf9h,17/01/17 09:03,4463364,481704,82877,21873352,b,Google Chrome,Mobile,0
IDNCW3PZ5,15/01/17 16:35,4735923,857246,6906,99510044,d,Edge,Tablet,0
IDFAOZOIY,20/01/17 07:55,7930294,14261,42227,32738053,b,Google Chrome,Mobile,0
IDlhukdD5,13/01/17 12:34,7965454,253621,97863,63837330,b,Mozilla,Desktop,0
IDmjgAQC5,16/01/17 10:41,6446289,462398,15124,11945063,b,Firefox,Mobile,0
IDSLheilk,19/01/17 15:15,2916295,396014,48498,7864011,b,IE,,0
IDk7v7EfC,16/01/17 15:48,,864130,5445,91553313,b,InternetExplorer,,0
IDm4pHDdM,13/01/17 15:28,9021243,762569,8675,79474990,a,Firefox,Mobile,0
IDwQnER3M,20/01/17 16:56,377674,883466,40339,43452411,b,Edge,Tablet,0
IDqIoQz4x,13/01/17 17:21,7994197,919523,82129,54630329,a,Firefox,Mobile,0
IDioyfFxm,20/01/17 13:50,5040527,289711,93286,9434818,a,Mozilla Firefox,Desktop,0
IDz2Usbvh,17/01/17 14:30,3172111,286218,42227,70821774,b,Edge,Tablet,0
IDHUiCREW,11/01/17 17:46,1950009,428802,17118,1143033,b,Edge,,0
IDwiYeuO9,13/01/17 14:38,2970373,729729,35046,54630329,a,Edge,Tablet,0
IDdOU0iNI,12/01/17 13:56,6528470,729727,904,74363610,e,Internet Explorer,Tablet,0
IDiHgZWTv,16/01/17 06:44,9417206,162876,46955,66266506,b,Firefox,Mobile,0
IDM3yjCwr,12/01/17 14:16,5541498,445263,41706,4000296,e,,,0
IDwXE70Ov,18/01/17 07:58,3123691,595863,5445,91553313,b,Firefox,,0
IDCHorzBS,12/01/17 18:01,,68770,43612,74868704,a,Edge,Tablet,0
ID80FW4x1,17/01/17 16:25,9471338,438077,26162,15961717,a,Firefox,Mobile,0
IDxtlxhaV,10/01/17 13:33,1770544,519024,89522,41631117,b,IE,Mobile,0
IDAP80M9Q,16/01/17 07:52,,667403,34670,48615529,b,Firefox,Mobile,0
IDUdFQJKE,14/01/17 23:00,5378237,718922,904,74363610,a,Edge,Tablet,0
IDz2j5wVc,14/01/17 15:33,1890083,139842,48498,63767331,a,Mozilla,,0
IDzNP8Xoc,15/01/17 17:14,1178597,103249,40339,43452411,a,Mozilla Firefox,,0
ID46sphai,13/01/17 11:41,2293027,935378,25516,43770446,b,Edge,,0
IDh65FNU2,11/01/17 07:17,9688010,264208,6906,71165566,b,Chrome,Desktop,0
IDTXYl4Kt,20/01/17 14:24,65885,40073,835,26551485,c,Safari,,0
IDHmbr9M3,12/01/17 11:22,3094343,305345,6906,98830533,a,Firefox,Mobile,0
IDxlMigTA,14/01/17 13:22,8721868,699690,80554,37236044,b,Firefox,,0
IDdB1iUJg,13/01/17 17:44,2897887,550575,40339,43452411,b,Google Chrome,Mobile,0
IDCjT7Drq,10/01/17 12:47,9478108,241470,1678,89408393,b,Internet Explorer,Tablet,0
IDClc4rWP,17/01/17 17:09,8888057,227043,5602,555603,a,Google Chrome,Mobile,0
IDkeXGJ4h,10/01/17 13:47,638456,628085,33287,18243870,b,Safari,Tablet,0
IDGv2Th7W,11/01/17 15:43,3362772,22102,92902,47079934,a,Firefox,Mobile,0
IDoHbSpcr,13/01/17 11:18,,248740,70191,29916445,a,Firefox,Mobile,0
IDNKeYmsT,15/01/17 10:42,3372985,483158,34670,1569330,c,Firefox,Mobile,0
IDeuYaog5,11/01/17 17:14,6320322,794388,12211,8730209,a,Firefox,Mobile,0
IDzCkLSIB,20/01/17 15:45,5685716,261118,73248,57977218,b,Firefox,Mobile,0
IDu5tUrDJ,10/01/17 10:24,9894890,702857,36768,78406516,f,Mozilla,Desktop,0
IDE0ODapq,12/01/17 07:21,6061093,461024,33033,3156697,b,Edge,Tablet,0
IDLvyF811,10/01/17 12:37,9663093,919126,9764,95302954,d,InternetExplorer,,1
IDKVci7yL,11/01/17 13:46,,798155,70409,49384126,a,Opera,,0
ID2ivL5Bo,13/01/17 13:15,7175116,452366,82877,33505809,a,Google Chrome,Mobile,0
IDLboQbUb,19/01/17 11:27,,233966,92704,93157824,a,Firefox,Mobile,0
IDlZq7R8T,18/01/17 13:27,9221438,354419,33287,17488931,c,InternetExplorer,Desktop,0
IDRupdkZ0,17/01/17 14:05,1587949,616740,21407,15322811,a,Edge,Tablet,0
IDpGchPsR,15/01/17 11:36,7955580,617333,40339,13742268,e,Google Chrome,Mobile,0
IDizox1PQ,19/01/17 16:02,1446796,397218,9764,84522677,b,Edge,Tablet,0
IDEpxvNuz,17/01/17 15:34,,683920,9764,30860214,a,Edge,Tablet,0
IDJB8RzFd,16/01/17 09:34,8291855,119666,904,94350426,c,InternetExplorer,Desktop,1
IDMUTmh0x,20/01/17 13:19,2817379,710772,42227,1189152,f,Firefox,,0
IDUFmu2zO,14/01/17 11:57,9104729,382869,40339,43452411,b,Google Chrome,Mobile,0
IDy513MPH,15/01/17 16:48,1741993,550575,40339,43452411,a,,Desktop,0
IDjCtFTP4,16/01/17 14:48,9039362,775529,97103,82365062,b,Firefox,Mobile,0
IDPKrr1rY,18/01/17 13:31,2194593,767539,42227,30860214,f,InternetExplorer,Desktop,0
IDvRWvsTj,16/01/17 08:48,8123046,65793,80524,74868704,c,InternetExplorer,Desktop,1
IDgzfvz4e,14/01/17 12:47,1537002,776069,92704,87213653,a,Mozilla Firefox,Desktop,0
IDOx8pODC,13/01/17 10:00,8814602,704931,904,20301556,b,Edge,Tablet,0
IDtF581Rv,11/01/17 18:26,6313991,254094,17714,74363610,b,Edge,Tablet,0
ID2FGJpN1,20/01/17 13:47,858391,72846,14960,10280896,b,Firefox,Mobile,0
ID9CzwD7A,16/01/17 03:27,7260139,689639,91234,2835657,b,Chrome,Desktop,0
IDoly5yV0,11/01/17 14:38,8802692,453958,14960,90093962,b,IE,,0
IDkMtBJbU,10/01/17 14:29,4714461,684371,42227,13742268,b,Firefox,Mobile,0
IDONHEEPR,14/01/17 13:15,2750256,913496,10345,42296429,a,Firefox,,0
IDmGIb8bm,10/01/17 09:42,1928594,229767,42227,95013373,a,Mozilla Firefox,Desktop,0
IDvVqPdlk,10/01/17 15:12,6758350,818758,5602,72451969,d,IE,,0
IDTVRN437,20/01/17 12:55,1794270,690244,6906,71165566,b,Firefox,,0
IDc7KZBOx,14/01/17 15:31,682679,904193,5602,60774669,b,Opera,Mobile,0
IDcOZrZA1,10/01/17 12:35,4594103,923404,34670,20116446,a,Mozilla,Desktop,0
IDRiv7HZK,10/01/17 15:03,6700252,434978,11837,43770446,e,Chrome,Desktop,0
ID20rWoKl,12/01/17 11:12,2901601,328463,21407,81758577,e,Mozilla,Desktop,0
IDT1pJ65j,19/01/17 15:55,309467,21257,42227,48913006,a,InternetExplorer,Desktop,0
IDis1i0UP,13/01/17 13:47,,159970,68947,55358028,f,Edge,Tablet,0
IDDaKJqkc,15/01/17 13:55,7406082,870749,41706,67147700,d,Google Chrome,Mobile,0
IDgwZWrwa,14/01/17 12:18,224318,675620,36768,47079934,b,Firefox,Mobile,0
IDzC4qWFv,17/01/17 13:03,7095667,165941,21380,71063188,a,Google Chrome,Mobile,0
IDQpqAZU2,13/01/17 11:19,2781308,830589,6906,99510044,b,Edge,Tablet,0
IDmFoLPQ3,13/01/17 08:49,,886206,82877,33505809,a,Mozilla,Desktop,0
IDfBR34bw,15/01/17 10:46,5463254,409977,8675,81758577,a,Edge,Tablet,0
IDsxR0SRn,12/01/17 15:02,5719626,280993,92704,62201833,f,Firefox,Mobile,0
IDFEEJsSX,16/01/17 13:43,3734638,65698,45620,31388981,b,Internet Explorer,Tablet,0
ID4vnC87K,14/01/17 16:02,9468908,503970,41706,62201833,b,Mozilla,Desktop,0
IDrouFpL8,12/01/17 16:47,2082413,149094,44388,20301556,a,Firefox,Mobile,0
IDJYwYJ3t,14/01/17 10:24,2954932,144861,99178,6171136,a,Firefox,Mobile,0
IDhVtES9o,18/01/17 12:10,9928394,287171,82396,16150900,b,Edge,Tablet,0
ID3MggGeg,16/01/17 16:24,1574514,856605,73248,50706198,b,Mozilla Firefox,,0
IDl7lRHjq,13/01/17 14:41,9904633,699430,3037,55358028,b,Firefox,Mobile,0
IDEku8axh,14/01/17 15:51,3281409,878326,10345,26461535,e,IE,Mobile,0
IDRvxSdCL,11/01/17 12:01,,155630,46365,2050923,b,Firefox,Mobile,0
IDV413ndp,11/01/17 19:38,8027937,659108,54916,7864011,b,Edge,Tablet,0
ID83F56RS,12/01/17 18:17,7332113,517083,82877,38492160,b,Google Chrome,,0
ID99jnl9u,11/01/17 09:50,3608410,653641,68847,37017006,b,Mozilla,Desktop,0
IDVQ1HUDC,13/01/17 10:32,6001077,27340,9764,37135965,a,Firefox,Mobile,0
IDTH5Aulc,18/01/17 12:57,303862,695224,904,58604466,b,Firefox,Mobile,0
IDgkis1eG,16/01/17 08:38,9081620,876871,40339,43452411,b,,Tablet,0
IDulc9YdJ,14/01/17 13:52,1854435,274462,23576,1434817,b,Edge,Tablet,0
IDE3pde19,11/01/17 12:11,5950362,581947,62809,74363610,f,Edge,,0
IDGXWprqF,19/01/17 16:36,,825274,61208,91553313,a,InternetExplorer,,0
ID7rnO5X3,12/01/17 08:53,7434891,356216,15912,30860214,b,Firefox,Mobile,0
IDnXavUGS,20/01/17 12:15,9882973,466126,11837,43770446,a,Firefox,,0
IDZ4nJFpJ,13/01/17 11:27,678425,662864,36768,4000296,a,Mozilla Firefox,Desktop,0
ID6YUnzDj,18/01/17 10:01,1154549,294370,54125,2835657,d,Google Chrome,Mobile,1
IDBYRf0iM,20/01/17 14:02,5837727,530698,989,55358028,a,,,0
IDMoISSyk,11/01/17 08:11,9774060,975636,10345,26461535,e,Firefox,Mobile,0
IDGIFNH6b,11/01/17 08:09,,478920,5602,60774669,d,Google Chrome,Mobile,1
ID6rFPscP,18/01/17 13:09,4141865,955338,15912,7864011,b,Edge,Tablet,0
ID6LPamRx,16/01/17 11:22,,150337,11837,30860214,c,Chrome,Desktop,0
ID3cvsiwR,16/01/17 16:40,9008871,375031,42227,49384126,c,Mozilla,Desktop,0
ID8mZjLsx,17/01/17 12:26,1315084,677493,82877,38492160,b,Firefox,Mobile,0
IDPu1BVYv,13/01/17 08:58,3113942,938315,25516,1189152,b,Chrome,Desktop,0
IDpx6AaUR,12/01/17 05:40,1186970,103249,40339,43452411,b,Mozilla,Desktop,0
IDzgtlehx,13/01/17 14:58,894468,859073,17714,74363610,a,Edge,,0
IDX8eRdzN,16/01/17 09:41,7719618,181643,7169,29916445,f,Edge,Tablet,0
IDUBtH0BB,20/01/17 13:27,1878248,25930,54916,87903766,b,Firefox,Mobile,0
ID0DWfCO1,17/01/17 13:09,221040,590199,34670,87807327,a,Firefox,Mobile,0
IDjVXUnC3,20/01/17 11:41,1512420,399918,1678,73725102,a,Mozilla Firefox,Desktop,0
IDubRrv0c,14/01/17 12:41,3942527,686679,15912,62201833,b,Mozilla Firefox,Desktop,0
ID8cr7xeO,20/01/17 12:39,8822480,573285,82877,33505809,b,InternetExplorer,Desktop,0
IDOa6M10z,15/01/17 03:19,4593799,173034,48498,7864011,b,Edge,Tablet,0
IDY44NKkJ,13/01/17 17:39,3029509,33367,8675,43770446,b,,Mobile,0
ID3hIEIk7,14/01/17 12:38,5931173,160512,64452,38179337,a,Mozilla,,0
IDQEc3Orf,14/01/17 16:49,1687763,235624,26966,74363610,c,Firefox,Mobile,0
IDeXOHY3N,18/01/17 14:58,9312457,347949,34670,87807327,b,Safari,Tablet,0
IDtEfxsOG,19/01/17 14:35,7028903,960886,904,58604466,d,IE,Mobile,0
IDxGWlAab,14/01/17 09:33,5262019,170607,97863,36994522,a,Mozilla,Desktop,0
IDE6Nc0YD,16/01/17 11:38,2307489,514772,43612,41441342,b,Edge,Tablet,0
IDKUbizrz,13/01/17 14:16,2802607,403085,33949,48644561,b,Edge,Tablet,0
IDsXtBLbG,16/01/17 09:03,1398621,189678,5602,55277834,e,Firefox,Mobile,0
IDwK6gRuA,20/01/17 09:28,4385197,556494,25491,30860214,a,Mozilla Firefox,Desktop,0
IDGfRxRa2,17/01/17 11:37,4727539,662385,6906,71165566,b,Edge,Tablet,0
IDTbgBOXA,13/01/17 14:20,4572960,152729,99178,6171136,f,InternetExplorer,,0
IDmjotJJR,16/01/17 10:15,4527733,521880,82877,33505809,b,Edge,Tablet,0
IDzU3vpcY,15/01/17 14:03,2111428,739436,50584,26391770,f,Edge,Tablet,0
IDE7off5U,12/01/17 11:56,2442887,417600,904,58604466,b,Mozilla Firefox,Desktop,0
IDnDOJ6CC,12/01/17 16:44,9074187,871891,97863,3156697,f,Edge,Tablet,0
IDy4QBWdx,20/01/17 17:43,9210864,827838,48430,39772159,a,Firefox,Mobile,0
IDYk3pEbr,19/01/17 15:23,7578694,715238,48498,32912111,a,Mozilla Firefox,Desktop,0
IDVAe0Pcb,20/01/17 11:41,5982190,775661,99178,7122654,e,Edge,Tablet,0
IDBUiAQNu,17/01/17 15:11,,944206,33033,87807327,e,Firefox,Mobile,0
IDiGLHljw,17/01/17 14:15,2726856,674798,74802,87807327,e,Edge,,0
IDxtGk04B,17/01/17 15:16,4773938,392929,33638,555603,c,Firefox,Mobile,1
IDcXBrHwL,18/01/17 11:45,669635,125956,42227,49384126,b,Edge,Tablet,0
IDLAxJNmp,15/01/17 10:39,6195227,445631,82396,26461535,b,Edge,Tablet,0
IDrdsSeKF,19/01/17 11:43,6149868,941024,10345,82022442,d,Edge,Tablet,0
IDP8VcVJN,11/01/17 18:06,309454,313251,28416,2316522,a,Mozilla,Desktop,0
IDkXwdy48,17/01/17 16:21,7950015,449229,93286,9434818,b,Chrome,Desktop,0
IDuAkrePm,12/01/17 10:10,4792872,24492,84987,18243870,b,Firefox,Mobile,0
IDYPIDe7h,10/01/17 07:23,4067115,999950,30580,67147700,e,Firefox,Mobile,0
IDiAkfpwH,16/01/17 12:21,2818889,762467,45620,54630329,b,Firefox,Mobile,0
ID30wMrrW,12/01/17 02:32,9039362,972040,82877,33832190,f,Mozilla,,0
IDkUmWqe1,13/01/17 10:57,,209142,6906,99510044,a,Firefox,Mobile,0
IDP7u3nhf,16/01/17 02:01,220363,5878,84987,37135965,c,Mozilla,Desktop,0
IDu2Nw6I1,19/01/17 17:50,3525780,857321,82877,38492160,a,Edge,Tablet,0
ID5sGdtuL,20/01/17 16:36,3718448,417680,6906,99510044,c,Edge,Tablet,0
IDQpq2FCf,14/01/17 10:07,1898742,384128,25436,81758577,d,Firefox,Mobile,0
ID9G8Ejt9,14/01/17 12:32,6202518,612490,71642,27723861,d,InternetExplorer,,1
IDhB6Wlxt,13/01/17 03:42,4260062,370048,73248,77046603,b,Edge,Tablet,0
IDk1ZUgDZ,19/01/17 16:40,784118,634534,42227,7864011,a,Edge,,0
IDrEmtnYL,14/01/17 09:28,7191228,379207,63146,65017662,b,Chrome,Desktop,0
IDuQDiD5T,16/01/17 14:29,4928442,145090,42227,21153737,e,Mozilla,Desktop,0
IDpABsSrF,17/01/17 17:23,4283144,532099,64452,65017662,a,Firefox,Mobile,0
IDOd9s3tZ,11/01/17 18:59,545752,905852,42227,49384126,c,Mozilla,,0
IDybFbpMS,10/01/17 16:50,4260630,504998,82396,17990842,a,Mozilla Firefox,Desktop,0
IDXlg2BPP,16/01/17 14:10,8147374,730899,904,29916445,b,Firefox,Mobile,0
IDENKWdZd,20/01/17 10:09,8904361,92239,3037,55358028,b,Edge,Tablet,0
IDwx5vkmG,11/01/17 17:30,303258,496538,71642,2050923,b,Firefox,Mobile,0
ID6OSDx7R,15/01/17 12:06,3549616,438185,89522,47079934,a,InternetExplorer,,0
IDkjByVL2,13/01/17 14:46,5375603,928323,40339,63767331,b,Edge,Tablet,0
IDTaZzJ9E,17/01/17 17:39,7958564,329834,6906,71165566,b,Mozilla Firefox,Desktop,0
IDk5ACVMs,17/01/17 13:42,,995190,45620,31388981,b,InternetExplorer,Desktop,0
IDYv5piqb,15/01/17 16:48,4800002,631241,73362,72161006,b,Firefox,Mobile,0
IDhAWeATq,14/01/17 13:27,6575104,870197,17714,74363610,b,Edge,Tablet,0
ID9MeRFIW,17/01/17 09:40,8931444,107443,904,94350426,b,Google Chrome,,0
IDSrO8KHk,20/01/17 13:47,1039846,487479,2053,36082259,b,Firefox,Mobile,0
IDFMu4jcF,17/01/17 13:04,9988446,503609,35368,47079934,b,Edge,Tablet,0
IDaGYR8EV,12/01/17 10:13,1217759,369601,65251,57977218,b,Edge,Tablet,0
IDCNr8TNH,10/01/17 12:31,2512376,683414,9764,8837581,b,Chrome,Desktop,0
ID7vSYjoP,19/01/17 17:39,7069675,242388,70409,43770446,b,Edge,Tablet,0
IDso47lkM,12/01/17 12:59,5671724,477369,54916,80418924,e,Mozilla Firefox,Desktop,0
IDsQrDubC,14/01/17 13:57,862196,241356,33638,80963339,b,Mozilla Firefox,,0
IDofWZWCo,17/01/17 08:34,,726628,29183,49777864,a,Firefox,Mobile,0
IDkn4F5rQ,18/01/17 07:54,6323535,460647,15191,92771167,c,Google Chrome,Mobile,1
IDYNBst7J,17/01/17 11:12,3897992,973972,54916,58321067,b,Edge,Tablet,0
IDDrhQ0ew,14/01/17 15:08,3204627,322867,12211,95302954,f,Edge,Tablet,0
IDaJ8IWZx,20/01/17 11:20,1598188,520210,64452,87726715,a,Edge,Tablet,0
ID9MyjTpg,17/01/17 12:55,4274876,416778,70409,83644272,a,Mozilla Firefox,Desktop,0
IDfFdCKEE,13/01/17 16:38,,209462,73248,50706198,e,Edge,,0
IDcmGgeJG,13/01/17 08:56,1189089,673958,25491,15328654,b,Edge,Tablet,0
IDjs71GT7,10/01/17 18:30,4382314,967928,6906,98830533,b,Google Chrome,Mobile,0
IDVDY0nnL,13/01/17 10:13,3138763,495828,26867,20301556,e,,Desktop,0
ID4zNlUTo,15/01/17 14:17,8011901,601907,8467,43452411,b,Edge,Tablet,0
ID5Qn8WPv,14/01/17 15:50,9697271,413764,6906,99510044,f,Edge,Tablet,0
IDmSHV6ER,13/01/17 14:49,9460984,787983,82396,15961717,b,Mozilla,Desktop,0
IDkFRWimf,15/01/17 17:21,5425593,777595,21407,58604466,b,Firefox,Mobile,0
IDYrXDYuH,16/01/17 16:18,948274,163163,95113,65017662,c,Firefox,Mobile,0
IDKFaPig5,16/01/17 08:37,,237360,41640,74868704,b,Firefox,Mobile,0
IDa96hJ5s,19/01/17 12:43,2628729,832279,35368,74868704,b,Google Chrome,Mobile,0
IDGH4HNZB,20/01/17 17:29,8859984,522575,95113,46148550,e,Firefox,Mobile,0
IDy83f3jd,17/01/17 12:46,7811639,689726,6906,71165566,f,Edge,Tablet,0
IDHOKvsRY,10/01/17 09:44,1993415,530725,40339,30860214,b,Firefox,,0
IDAJoSIdD,12/01/17 08:42,2665585,345399,17714,74363610,b,IE,,0
IDZaQudiZ,11/01/17 14:03,7381162,41529,6906,99510044,d,Google Chrome,Mobile,1
IDoCR6jwx,17/01/17 16:12,1610767,926674,81229,98166279,f,Firefox,,0
IDNrlLRir,12/01/17 18:10,8602205,589512,54916,57977218,b,Mozilla,,0
IDjk9gwM0,14/01/17 14:00,5310597,247368,96313,31261303,d,Edge,Tablet,0
IDVwnGsGC,12/01/17 13:28,8933831,827121,71642,29916445,e,Firefox,Mobile,0
ID6UK3NnL,15/01/17 10:52,4117369,848645,40339,50706198,d,Edge,Tablet,0
ID1B4DEbU,12/01/17 13:07,2017174,161396,42227,26391770,e,Edge,Tablet,0
ID7lj6oee,12/01/17 16:50,7558069,978123,45620,54630329,b,Edge,Tablet,0
IDVRAzCS7,17/01/17 13:39,9721055,121148,81229,17488931,a,Firefox,,0
IDTIJjQ91,17/01/17 02:32,118255,69807,14345,555603,b,Mozilla,Desktop,0
IDYbaJkM7,18/01/17 13:30,8014325,215696,41706,4000296,f,Firefox,Mobile,0
ID0md64TH,16/01/17 06:08,,301353,46450,47079934,e,Google Chrome,Mobile,0
ID4YKOQ1x,18/01/17 08:59,2817379,897186,42227,54526992,a,Edge,Tablet,0
ID9zvoqlC,15/01/17 18:34,,695362,26849,49384126,a,Firefox,Mobile,0
ID3gM85b2,19/01/17 13:13,5121829,465850,2053,36082259,a,Mozilla,Desktop,0
IDnjuXCXy,20/01/17 05:02,6237479,483949,45620,31388981,b,Edge,Tablet,0
ID2BiKg4K,20/01/17 06:20,5306746,58936,35046,31388981,f,Mozilla Firefox,Desktop,0
IDXgjn4v5,16/01/17 15:32,9262098,229422,82877,67290861,b,Google Chrome,Mobile,0
IDbRUxors,17/01/17 10:15,2602373,92911,80554,57977218,e,InternetExplorer,,0
IDfmTrtm4,16/01/17 17:25,5072013,819738,40339,50706198,a,Mozilla Firefox,Desktop,0
IDG1aX5nE,18/01/17 09:23,2025518,773950,93286,46997962,b,IE,Mobile,0
IDFCy8yXp,13/01/17 17:35,517663,692952,11987,29916445,a,,,0
IDIZ6ojYh,12/01/17 17:03,4937764,269977,17714,74363610,b,InternetExplorer,,0
