,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
4823,IDkhKfVQv,14/01/17 10:27,3375015.0,303536,904,29916445,c,Google Chrome,Mobile,0
4824,IDg0QmU7b,11/01/17 13:57,9361013.0,584402,17714,74363610,b,Mozilla Firefox,Mobile,0
4825,IDHYuDqBI,17/01/17 09:03,8008199.0,921107,904,58604466,b,Opera,Mobile,0
4826,IDwPpdbTU,10/01/17 11:39,4714191.0,296496,42227,49384126,e,Internet Explorer,Tablet,0
4827,IDcacvgze,19/01/17 19:56,5762282.0,718225,904,94350426,e,Mozilla Firefox,Mobile,0
4828,IDapOu6EY,10/01/17 18:25,5796404.0,505992,73248,7864011,b,Mozilla Firefox,Desktop,0
4829,IDhsVmhOi,20/01/17 10:30,5814540.0,385409,62949,81968512,b,Google Chrome,Mobile,0
4830,IDx5HxPgt,17/01/17 09:21,-1.0,532335,46450,47079934,b,Internet Explorer,Tablet,0
4831,IDrZIfEly,15/01/17 07:54,3098970.0,512040,82877,67290861,f,Mozilla Firefox,Desktop,0
4832,ID4QzeYI7,18/01/17 17:55,4024474.0,804621,33638,22577334,b,Mozilla Firefox,Mobile,0
4833,ID13yoJ22,12/01/17 10:29,-1.0,610615,45290,74868704,a,Google Chrome,Mobile,0
4834,IDzpDwHot,10/01/17 13:58,4132219.0,884978,42227,1436904,b,Mozilla Firefox,Mobile,0
4835,IDgVg858m,13/01/17 15:42,4646892.0,484498,15912,32912111,b,Edge,Tablet,0
4836,IDmgQxF62,17/01/17 16:18,5379846.0,825113,40339,37135965,b,Mozilla Firefox,Mobile,0
4837,IDZ9WGISa,11/01/17 18:31,7840349.0,872167,45620,90174279,b,Mozilla Firefox,Mobile,0
4838,IDtbOdRIF,10/01/17 17:32,2689160.0,950455,97863,56008048,b,Google Chrome,Mobile,0
4839,IDDNIwwEv,13/01/17 13:02,4943288.0,841643,17714,74363610,e,Edge,Tablet,0
4840,IDd6dzF8x,12/01/17 17:37,9991120.0,235941,71642,20301556,e,Mozilla Firefox,Mobile,0
4841,IDRwAo16o,17/01/17 17:02,6772617.0,896102,40339,54526992,a,Mozilla Firefox,Desktop,0
4842,IDyu3NoBd,20/01/17 10:32,6992737.0,555642,73248,83960204,b,Mozilla Firefox,Desktop,0
4843,IDJ3zygqH,20/01/17 16:30,3039169.0,606705,9764,87903766,b,Internet Explorer,Mobile,0
4844,IDGMjgy53,14/01/17 15:44,6610527.0,750447,15912,7864011,a,Mozilla Firefox,Mobile,0
4845,IDXrUhywz,11/01/17 15:48,670690.0,556796,21407,59584425,b,Opera,Mobile,0
4846,IDmQEFZih,15/01/17 08:19,7351773.0,350853,31195,38492160,c,Edge,Tablet,0
4847,IDw83KiqC,20/01/17 05:46,4877717.0,28492,40339,50706198,a,Edge,Tablet,0
4848,ID5lXMFkA,14/01/17 15:28,-1.0,82086,6906,99510044,b,Mozilla Firefox,Mobile,0
4849,IDG7lRVg6,17/01/17 04:26,4808449.0,81763,48498,7864011,c,Edge,Tablet,0
4850,IDFYFOrt8,14/01/17 04:20,3032554.0,511277,23576,17990842,f,Internet Explorer,Mobile,0
4851,IDgd6j2HO,10/01/17 09:31,8324966.0,46967,20322,56546102,e,Internet Explorer,Tablet,0
4852,IDK6aD8Hu,15/01/17 10:21,-1.0,240044,43897,56464503,b,Mozilla Firefox,Desktop,0
4853,IDFpRoZGm,12/01/17 13:47,8389418.0,410103,40339,56528449,e,Mozilla Firefox,Desktop,0
4854,IDAjZBg9D,20/01/17 11:16,9643093.0,250387,6906,99510044,b,Edge,Tablet,0
4855,IDR3zDQWz,12/01/17 11:21,5705618.0,932686,33949,48644561,b,Google Chrome,Mobile,0
4856,ID9ByjTPo,19/01/17 13:25,2544644.0,43690,11837,43770446,b,Mozilla Firefox,Mobile,0
4857,IDcjpK1cA,18/01/17 11:53,8257080.0,320116,92902,79906734,c,Mozilla Firefox,Mobile,0
4858,IDIMsg6Gb,17/01/17 16:53,7018252.0,102184,93188,91553313,d,Mozilla Firefox,Mobile,0
4859,IDrtE6N05,12/01/17 13:32,2293027.0,774498,48498,7864011,a,Mozilla Firefox,Mobile,0
4860,IDXA3STop,14/01/17 11:28,6909017.0,276399,40339,37135965,c,Mozilla Firefox,Mobile,0
4861,IDkeK7iIu,19/01/17 16:52,8646918.0,51538,46365,91553313,b,Edge,Tablet,0
4862,IDb16Jiqs,18/01/17 12:39,4072909.0,726166,40339,43452411,d,Mozilla Firefox,Desktop,0
4863,IDeuV8avd,20/01/17 11:08,4603336.0,338237,62416,47941469,b,Internet Explorer,Mobile,0
4864,IDv1nQssC,20/01/17 08:47,6973113.0,657911,13412,77318092,e,Mozilla Firefox,Mobile,0
4865,IDJZvgOWV,19/01/17 17:32,-1.0,5443,11837,48935934,b,Mozilla Firefox,Mobile,0
4866,IDXOMIexX,14/01/17 14:34,750140.0,506607,41706,4000296,a,Edge,Tablet,0
4867,IDccayucT,15/01/17 12:23,6630795.0,449181,97863,56008048,b,Internet Explorer,Mobile,0
4868,IDvAZ7jrd,14/01/17 11:48,703526.0,974706,56811,23703974,a,Mozilla Firefox,Desktop,0
4869,IDeI7hxqX,12/01/17 16:25,6973113.0,736365,13412,77318092,a,Mozilla Firefox,Desktop,0
4870,IDfUhTKT9,12/01/17 09:40,7097057.0,282487,20665,2050923,a,Edge,Tablet,0
4871,ID8iRWfik,16/01/17 15:40,517663.0,146678,835,51637733,a,Edge,Tablet,0
4872,IDNW8F9TD,15/01/17 03:01,3029509.0,680947,33287,46997962,b,Mozilla Firefox,Desktop,0
4873,IDT1Hf0dO,16/01/17 10:06,2838181.0,313229,5602,72451969,b,Google Chrome,Mobile,0
4874,IDRdph4kD,11/01/17 16:48,3460234.0,503212,1678,9254372,b,Mozilla Firefox,Mobile,0
4875,IDNBs4WIc,10/01/17 18:00,8211035.0,259846,84987,15961717,a,Edge,Tablet,0
4876,ID0dqCBzs,18/01/17 13:17,9368047.0,192176,93188,15961717,b,Edge,Tablet,0
4877,IDihyjf9r,14/01/17 14:52,4655560.0,792221,5602,60774669,a,Mozilla Firefox,Desktop,0
4878,IDuyVrCqi,10/01/17 09:58,8618606.0,656056,71441,7122654,b,Mozilla Firefox,Mobile,1
4879,ID8gxxufh,12/01/17 09:55,9108710.0,874889,61208,91553313,c,Mozilla Firefox,Mobile,0
4880,IDzcStJgC,12/01/17 15:50,9900947.0,16420,26162,46512126,b,Edge,Tablet,0
4881,IDZWUHdZy,12/01/17 14:12,-1.0,709705,1678,76900293,d,Internet Explorer,Desktop,1
4882,IDvubTL0p,18/01/17 15:36,7753616.0,400106,74263,26391770,e,Edge,Tablet,0
4883,IDiW93FOS,19/01/17 16:51,-1.0,558312,73248,61940782,f,Mozilla Firefox,Mobile,0
4884,ID2ttkiNR,20/01/17 17:55,-1.0,328298,40339,43452411,b,Mozilla Firefox,Desktop,0
4885,IDD6nza4z,20/01/17 17:38,2040684.0,338237,62416,47941469,a,Edge,Tablet,0
4886,ID7401duJ,14/01/17 10:26,7250339.0,107649,10345,33683592,b,Opera,Mobile,0
4887,IDUP7RSEy,20/01/17 06:56,5741450.0,621853,95113,15961717,a,Mozilla Firefox,Desktop,0
4888,IDKgJjUc4,13/01/17 13:26,724719.0,109612,40339,43452411,b,Internet Explorer,Mobile,0
4889,IDfIhQIJT,15/01/17 12:42,8912608.0,896300,48498,55358028,e,Mozilla Firefox,Mobile,0
4890,IDszjnAuO,11/01/17 14:23,2879503.0,129247,8467,89663643,b,Internet Explorer,Desktop,0
4891,IDsX2bPMv,15/01/17 08:32,2572347.0,899543,46450,1185845,f,Mozilla Firefox,Mobile,0
4892,ID6WInu0H,20/01/17 08:27,7819785.0,283509,54916,62201833,b,Mozilla Firefox,Desktop,0
4893,IDlEUrqrN,13/01/17 13:59,3873452.0,391441,904,72297026,b,Edge,Tablet,0
4894,IDkduAgee,20/01/17 14:36,8202790.0,529879,92902,47079934,f,Edge,Tablet,0
4895,IDQvMWESV,10/01/17 11:52,9183119.0,684077,48498,7864011,b,Internet Explorer,Desktop,0
4896,IDbaMjR2Z,11/01/17 17:54,6113457.0,380480,6906,98830533,a,Mozilla Firefox,Desktop,0
4897,IDWHHmdhL,15/01/17 17:51,4354271.0,347719,45620,90174279,b,Mozilla Firefox,Mobile,0
4898,IDdWanxha,14/01/17 12:56,5217609.0,737157,5602,80653536,b,Edge,Tablet,0
4899,IDfuoNz7m,20/01/17 10:38,2992313.0,929445,45620,31388981,a,Internet Explorer,Desktop,0
4900,ID1htpXEc,13/01/17 13:58,9303527.0,916798,36768,47079934,b,Mozilla Firefox,Desktop,0
4901,ID2CKiBQI,13/01/17 08:47,1531133.0,109612,40339,43452411,b,Edge,Tablet,0
4902,IDWINU3x1,11/01/17 15:35,8370458.0,549851,50088,57977218,b,Edge,Tablet,0
4903,IDxF8NSVc,18/01/17 08:33,-1.0,923793,34670,86084476,e,Mozilla Firefox,Mobile,0
4904,IDBOMsvSK,17/01/17 14:06,9272379.0,745168,35549,2050923,a,Mozilla Firefox,Mobile,0
4905,IDt28tDex,15/01/17 18:07,5794432.0,448363,93146,58604466,a,Internet Explorer,Mobile,0
4906,IDSAdoyNp,17/01/17 13:18,7095667.0,152456,15124,11945063,b,Google Chrome,Mobile,0
4907,IDHRosXj2,17/01/17 16:56,5203699.0,51382,14345,555603,b,Mozilla Firefox,Mobile,0
4908,IDmE1gIBy,14/01/17 14:47,5053327.0,106771,26962,77896159,f,Mozilla Firefox,Desktop,0
4909,IDT0Q7M53,16/01/17 13:12,6392783.0,992000,92704,87903766,b,Mozilla Firefox,Mobile,0
4910,IDDaaHuDa,20/01/17 12:38,4089580.0,974891,3643,78406516,b,Safari,Tablet,0
4911,IDPECbMO4,16/01/17 17:48,6793545.0,171733,97103,9389473,a,Edge,Tablet,0
4912,ID2WSAo2N,17/01/17 05:59,6823823.0,119666,904,94350426,b,Mozilla Firefox,Desktop,0
4913,IDoHUa0wY,20/01/17 15:22,9456864.0,739215,48498,30860214,a,Mozilla Firefox,Mobile,0
4914,IDqvNf16j,14/01/17 15:19,4340073.0,615269,48498,93157824,a,Mozilla Firefox,Desktop,0
4915,IDUQMIiGA,11/01/17 12:44,3073517.0,409145,6906,99510044,a,Mozilla Firefox,Mobile,0
4916,IDCZxU79Y,19/01/17 04:17,-1.0,32270,59164,26391770,d,Mozilla Firefox,Desktop,0
4917,IDvprgd3S,11/01/17 18:20,6736885.0,367660,33949,23588197,b,Edge,Tablet,0
4918,IDObGuDwk,14/01/17 11:04,8280072.0,470395,63392,26391770,f,Mozilla Firefox,Desktop,0
4919,ID44AAI0Q,12/01/17 18:42,-1.0,621561,82877,38492160,d,Mozilla Firefox,Desktop,0
4920,IDjLH4Lt8,12/01/17 16:22,5795566.0,40321,43612,96260990,b,Mozilla Firefox,Desktop,0
4921,ID4iEz1GZ,14/01/17 13:42,7263356.0,74376,8467,77046603,c,Edge,Tablet,0
4922,IDDGMLzZi,11/01/17 17:22,9096430.0,456837,20322,26929326,e,Mozilla Firefox,Mobile,0
4923,IDzKlsd7D,12/01/17 16:38,6177821.0,373067,64452,23704379,c,Internet Explorer,Desktop,0
4924,IDxyA98mo,11/01/17 06:43,6000503.0,624248,97103,82365062,a,Mozilla Firefox,Desktop,0
4925,ID3CBkyM6,13/01/17 09:03,-1.0,763968,49168,74868704,a,Edge,Tablet,0
4926,IDnHnQLxr,12/01/17 11:21,1846900.0,606624,24888,67147700,e,Mozilla Firefox,Desktop,0
4927,IDTvhxLtd,11/01/17 09:26,667666.0,699361,54916,62201833,b,Edge,Tablet,0
4928,IDg8tcRh6,16/01/17 12:53,4499273.0,438871,9764,28223890,b,Edge,Tablet,0
4929,IDTapmndJ,20/01/17 14:33,5121932.0,658756,11837,8837581,b,Edge,Tablet,0
4930,IDoSrmo1c,10/01/17 12:49,2774405.0,632099,6906,99510044,b,Mozilla Firefox,Mobile,0
4931,IDAyzQKJK,19/01/17 16:08,-1.0,577812,17714,61682792,a,Mozilla Firefox,Mobile,0
4932,IDYHZXTRD,20/01/17 17:52,449241.0,154856,11837,72089744,c,Mozilla Firefox,Mobile,0
4933,IDxzsu0KG,19/01/17 12:14,2532993.0,602702,10345,17777318,b,Mozilla Firefox,Desktop,0
4934,IDj2xH6FZ,20/01/17 12:47,7447918.0,285024,33287,90093962,a,Edge,Tablet,0
4935,IDYvtmAIV,11/01/17 00:11,4130606.0,237397,48430,55420443,a,Mozilla Firefox,Mobile,1
4936,IDo60Q0L9,18/01/17 14:44,9019028.0,78382,1678,93157824,d,Edge,Tablet,0
4937,IDLXDukSS,11/01/17 11:52,4901856.0,153959,6906,98830533,b,Google Chrome,Mobile,0
4938,ID8MhGSqF,18/01/17 15:18,3196302.0,937005,93286,27723861,b,Mozilla Firefox,Mobile,0
4939,IDMxLbcAZ,16/01/17 13:21,-1.0,697762,41706,16943535,b,Mozilla Firefox,Desktop,0
4940,IDH9qNFFJ,14/01/17 11:04,6741101.0,147210,6906,99510044,a,Edge,Tablet,0
4941,IDxJOiQPV,20/01/17 15:18,7811463.0,473854,25491,79474990,b,Edge,Tablet,0
4942,IDneHuwBi,11/01/17 09:26,9684814.0,841184,82877,17581428,a,Mozilla Firefox,Desktop,0
4943,IDBFZgJR6,12/01/17 12:08,714259.0,194476,40339,37135965,c,Google Chrome,Mobile,1
4944,IDWdfpJEp,11/01/17 16:48,2044847.0,839385,80524,3151081,b,Edge,Tablet,0
4945,IDIu9fCfs,14/01/17 04:27,8993866.0,109612,40339,43452411,a,Edge,Tablet,0
4946,IDlZ48ONb,15/01/17 08:57,1685823.0,656652,28416,2316522,a,Mozilla Firefox,Mobile,0
4947,IDu1wZ4BA,11/01/17 17:37,8782736.0,49110,10345,64511164,e,Mozilla Firefox,Desktop,0
4948,IDP2FCYrj,20/01/17 11:46,4428337.0,131395,46450,99558603,f,Mozilla Firefox,Mobile,0
4949,IDi3XNO7v,20/01/17 10:11,7868746.0,127597,95113,74868704,a,Edge,Tablet,0
4950,IDdJj9cuy,14/01/17 16:20,8322145.0,116093,55541,91553313,b,Mozilla Firefox,Mobile,0
4951,IDgDDUtb1,20/01/17 15:59,993769.0,345784,42227,49384126,e,Edge,Tablet,0
4952,ID7cqKGpQ,11/01/17 13:37,6187248.0,854327,54916,87903766,b,Mozilla Firefox,Mobile,0
4953,ID7uEHO1b,12/01/17 11:32,7719618.0,683696,6906,99510044,b,Mozilla Firefox,Mobile,0
4954,IDHyR7Y1L,14/01/17 12:35,8265029.0,446868,26162,46512126,a,Mozilla Firefox,Desktop,0
4955,IDTPEL2FB,10/01/17 12:30,8657226.0,467583,17714,74868704,a,Mozilla Firefox,Mobile,0
4956,IDNDZCvZS,17/01/17 12:55,588585.0,586495,11837,72089744,b,Google Chrome,Desktop,0
4957,IDbmF3fuX,20/01/17 10:06,-1.0,824161,904,58604466,b,Mozilla Firefox,Mobile,0
4958,IDAY4zRAH,16/01/17 07:38,7483802.0,902147,82877,67290861,e,Edge,Tablet,0
4959,IDdffDtyy,20/01/17 05:50,7141739.0,93654,76239,56546102,a,Google Chrome,Desktop,0
4960,IDrRxQoit,20/01/17 15:18,3228245.0,775714,80554,1064733,a,Edge,Tablet,0
4961,IDyyChdkb,20/01/17 13:19,7911941.0,666720,98552,17990842,b,Edge,Tablet,0
4962,ID541rAPo,14/01/17 13:46,-1.0,69235,73248,57977218,b,Edge,Tablet,0
4963,IDZPnDLie,18/01/17 16:07,1534063.0,261385,97863,3156697,d,Edge,Tablet,0
4964,IDNOSamWl,11/01/17 17:48,9697044.0,547394,63392,20301556,b,Mozilla Firefox,Desktop,0
4965,IDTEWCda0,12/01/17 18:04,4396659.0,603094,12052,39507200,a,Google Chrome,Mobile,0
4966,IDhp1Im09,18/01/17 16:43,9652548.0,653796,5602,30432082,a,Mozilla Firefox,Mobile,0
4967,IDDf1Twrb,16/01/17 07:18,2615634.0,917158,17714,27723861,b,Mozilla Firefox,Desktop,0
4968,ID6WZ0Wwd,14/01/17 12:25,98480.0,472775,79456,54794527,e,Edge,Tablet,0
4969,ID23X5lUA,18/01/17 17:35,945455.0,653913,23576,99595716,a,Edge,Tablet,0
4970,IDsSNE1DR,17/01/17 13:53,6381444.0,581241,15912,54526992,b,Edge,Tablet,0
4971,IDaUjAlHW,18/01/17 10:34,2662260.0,447103,17714,27723861,b,Edge,Tablet,0
4972,IDeIeRsph,14/01/17 16:29,3228245.0,366241,92902,555603,e,Edge,Tablet,0
4973,IDLVdXGQV,14/01/17 07:31,9670534.0,677572,27655,54526992,e,Mozilla Firefox,Mobile,0
4974,IDc6O2MPB,19/01/17 02:52,6307597.0,180339,97863,3156697,c,Internet Explorer,Mobile,0
4975,IDG1QlMUH,16/01/17 21:51,2211430.0,236545,91234,99684291,c,Safari,Tablet,1
4976,IDzzYzJrP,12/01/17 17:00,-1.0,549297,23576,16150900,b,Google Chrome,Desktop,0
4977,ID6pzpP5f,17/01/17 10:58,3038074.0,780414,17118,17488931,a,Internet Explorer,Mobile,0
4978,IDsifAY9v,14/01/17 14:10,2810615.0,876194,904,20301556,f,Mozilla Firefox,Mobile,0
4979,IDxIg5E9p,19/01/17 10:30,3575180.0,726504,80554,57977218,b,Mozilla Firefox,Mobile,0
4980,IDXgFskd8,18/01/17 10:01,7937594.0,405308,13412,77318092,a,Mozilla Firefox,Mobile,0
4981,IDUK8zKLB,15/01/17 14:37,7893702.0,211863,42227,7181598,a,Mozilla Firefox,Desktop,0
4982,IDIVviRnK,13/01/17 11:05,6634948.0,971150,85860,20301556,b,Mozilla Firefox,Mobile,0
4983,IDREmOFAr,20/01/17 12:23,1184346.0,863143,71441,7122654,b,Edge,Tablet,0
4984,ID9enzycg,17/01/17 13:02,7755650.0,710307,40339,43452411,a,Edge,Tablet,0
4985,IDlSXgCNZ,19/01/17 23:53,5062046.0,546497,33287,17488931,b,Mozilla Firefox,Mobile,0
4986,IDlLh8DN8,18/01/17 14:25,7402607.0,793028,93286,48626108,a,Mozilla Firefox,Mobile,0
4987,IDqA2RHHb,11/01/17 06:17,-1.0,623512,92704,7864011,b,Mozilla Firefox,Mobile,0
4988,ID8CteGZH,13/01/17 06:36,6543980.0,727910,97863,36994522,c,Google Chrome,Mobile,1
4989,IDz5qFVRw,16/01/17 16:42,8236564.0,127308,54343,71193712,f,Internet Explorer,Desktop,0
4990,IDcRhs0DG,20/01/17 10:25,984981.0,29918,34670,69514806,d,Mozilla Firefox,Mobile,0
4991,IDpX1XHB2,11/01/17 12:06,3072054.0,655805,6906,98830533,f,Mozilla Firefox,Mobile,1
4992,IDc2sxHrQ,14/01/17 17:54,98480.0,831001,3037,55358028,b,Edge,Tablet,0
4993,IDE854lm2,16/01/17 08:48,3649292.0,932188,95113,65017662,a,Mozilla Firefox,Mobile,0
4994,IDmjW92DY,12/01/17 12:29,8164813.0,673868,36768,78406516,e,Internet Explorer,Mobile,0
4995,IDdrFuf8S,15/01/17 15:01,3636407.0,975817,44388,29916445,c,Google Chrome,Mobile,0
4996,IDu7dSGod,20/01/17 13:16,3167232.0,718320,80554,7122654,b,Edge,Tablet,0
4997,IDcaS7aTo,14/01/17 15:15,-1.0,118988,53956,52437512,e,Mozilla Firefox,Mobile,0
4998,IDmrcUeKr,11/01/17 06:11,358264.0,192035,30580,67147700,b,Mozilla Firefox,Desktop,0
4999,IDON74T8A,14/01/17 13:46,2874663.0,144039,35368,29624796,a,Edge,Tablet,0
5000,IDf3ekUDL,11/01/17 15:20,7431265.0,229721,82877,555603,b,Mozilla Firefox,Mobile,0
5001,IDrg3HMii,11/01/17 17:30,6128186.0,506903,42227,30860214,f,Internet Explorer,Tablet,0
5002,IDhfsvo4l,15/01/17 13:07,4836001.0,885593,25491,15961717,b,Mozilla Firefox,Mobile,0
5003,IDMqiBgJh,14/01/17 10:44,6427539.0,84263,42227,95013373,f,Google Chrome,Mobile,0
5004,IDa1P97dD,17/01/17 15:17,4687714.0,393949,8467,89663643,e,Mozilla Firefox,Mobile,0
5005,IDwYz2Gue,11/01/17 05:55,8149751.0,463446,42227,18243870,f,Edge,Tablet,0
5006,IDfVMizyn,15/01/17 12:36,6680720.0,856727,68947,58321067,f,Mozilla Firefox,Desktop,0
5007,ID9nJxKzA,19/01/17 16:52,2264050.0,89958,70409,56546102,a,Mozilla Firefox,Desktop,0
5008,IDCdjPbWw,13/01/17 14:27,8748884.0,397668,92704,87213653,c,Mozilla Firefox,Mobile,0
5009,ID2oOLJSw,19/01/17 12:49,8596444.0,104370,11837,56546102,b,Edge,Tablet,0
5010,IDVnJAB5o,19/01/17 03:47,8096073.0,232134,68947,54526992,b,Mozilla Firefox,Mobile,0
5011,IDjMWgvsU,13/01/17 13:01,98480.0,79518,40339,1436904,b,Edge,Tablet,0
5012,IDkBEoPSn,18/01/17 12:18,7186875.0,920222,40339,37135965,b,Mozilla Firefox,Desktop,0
5013,IDL2xixyt,18/01/17 11:04,3073903.0,131118,10345,17777318,f,Mozilla Firefox,Mobile,0
5014,IDlzJ6aie,13/01/17 06:33,7791931.0,808322,42227,83172146,c,Mozilla Firefox,Mobile,0
5015,IDZVBVZG0,18/01/17 12:33,5387560.0,516162,17714,26391770,a,Edge,Tablet,0
5016,IDGV3V5Co,18/01/17 16:44,2566213.0,493933,41706,4000296,f,Google Chrome,Mobile,0
5017,IDT3iGIt6,20/01/17 11:52,925332.0,876871,40339,43452411,d,Edge,Tablet,0
5018,IDrhxL4IC,11/01/17 12:44,5324005.0,219727,6906,98830533,b,Internet Explorer,Desktop,0
5019,IDqTUyJmQ,20/01/17 11:20,8902219.0,678485,68947,93157824,f,Mozilla Firefox,Desktop,0
5020,IDjvz3ESz,11/01/17 17:43,7238068.0,141865,41640,26391770,b,Mozilla Firefox,Mobile,0
5021,IDg45GMvS,20/01/17 08:26,4267269.0,883466,40339,43452411,c,Mozilla Firefox,Mobile,0
5022,IDictzD43,10/01/17 10:33,8113028.0,778402,26966,74363610,a,Edge,Tablet,0
5023,IDNsYJM2r,20/01/17 09:09,5949047.0,9845,40339,37135965,a,Mozilla Firefox,Mobile,0
5024,IDbKQEPtn,12/01/17 15:20,9409544.0,720405,84987,99558603,b,Opera,Mobile,0
5025,IDvsq9vUE,13/01/17 17:24,6269110.0,862263,97103,25497095,b,Edge,Tablet,0
5026,ID0TsuvTp,16/01/17 14:42,4939736.0,308658,73248,61940782,b,Edge,Tablet,0
5027,IDOwrhaeb,18/01/17 17:55,1542124.0,359588,40339,43452411,e,Mozilla Firefox,Mobile,0
5028,IDPqkk8g0,15/01/17 09:29,4567463.0,839423,12211,48626108,b,Internet Explorer,Desktop,0
5029,IDESmjYvr,19/01/17 13:23,5828604.0,19805,46450,47079934,c,Internet Explorer,Desktop,1
5030,IDvOZ0MGJ,12/01/17 18:02,2310441.0,8356,5602,60774669,b,Edge,Tablet,0
5031,ID1dDLo1s,20/01/17 18:32,3696590.0,838004,40339,79055697,a,Edge,Tablet,0
5032,IDvyqYprz,13/01/17 07:18,5187774.0,273984,30580,67147700,f,Mozilla Firefox,Desktop,0
5033,IDkQ5G4xV,20/01/17 14:38,2541259.0,120525,43897,56464503,a,Mozilla Firefox,Desktop,0
5034,IDhzsi1DK,13/01/17 12:17,3149680.0,388555,5602,60774669,a,Edge,Tablet,0
5035,IDOdApWfK,11/01/17 19:56,2912848.0,605099,10345,17777318,b,Mozilla Firefox,Desktop,0
5036,IDELlv2ZH,15/01/17 14:07,5653878.0,707984,7169,26391770,b,Mozilla Firefox,Mobile,0
5037,ID5oWOQJS,16/01/17 09:13,2162315.0,710307,40339,43452411,b,Edge,Tablet,0
5038,IDPCrNWJs,20/01/17 09:50,2970476.0,981530,80554,61940782,a,Edge,Tablet,0
5039,IDnQhMe4P,12/01/17 09:31,1614509.0,705802,35046,54630329,c,Mozilla Firefox,Desktop,0
5040,IDX2h6T3V,12/01/17 14:46,1466152.0,820788,73248,61940782,b,Internet Explorer,Mobile,0
5041,IDgh6DaeE,12/01/17 17:50,399007.0,127209,92704,93157824,b,Edge,Tablet,0
5042,IDqeHGiSQ,11/01/17 17:37,-1.0,189312,88179,26391770,b,Edge,Tablet,0
5043,IDb3bVPSv,12/01/17 14:17,6458063.0,33701,10345,17777318,b,Edge,Tablet,0
5044,IDOHva1dE,11/01/17 11:47,9657129.0,920977,45620,31388981,f,Edge,Tablet,0
5045,IDBNRJP7e,15/01/17 10:23,9855684.0,713819,65251,26391770,b,Edge,Tablet,0
5046,IDYKEpCnj,14/01/17 11:08,4306336.0,654394,17714,2050923,b,Mozilla Firefox,Mobile,0
5047,IDSCZca88,14/01/17 21:27,2382035.0,542695,15124,99558603,f,Google Chrome,Mobile,1
5048,IDppeLTMF,17/01/17 10:23,2781202.0,724588,13412,77318092,b,Safari,Mobile,0
5049,IDUVfZ8fP,18/01/17 11:13,7380299.0,831649,20665,91553313,a,Internet Explorer,Desktop,0
5050,IDTLwJiBy,18/01/17 09:26,5287131.0,977622,93286,46997962,e,Edge,Tablet,0
5051,IDsTCO5uI,15/01/17 13:34,-1.0,443995,34670,83909736,b,Mozilla Firefox,Desktop,0
5052,IDYJLyV6d,16/01/17 09:32,8538748.0,625095,5602,72451969,a,Mozilla Firefox,Desktop,0
5053,ID3hHMgfJ,13/01/17 07:54,9860437.0,340921,42227,18243870,a,Mozilla Firefox,Desktop,0
5054,ID3d4dGtV,14/01/17 13:25,1044181.0,15934,64452,65017662,b,Edge,Tablet,0
5055,IDiAMzKCT,11/01/17 19:01,1862173.0,940048,73248,83960204,b,Google Chrome,Mobile,0
5056,IDXTuV139,15/01/17 07:44,6601501.0,605495,40339,48935934,d,Mozilla Firefox,Desktop,0
5057,IDzcIKUCl,11/01/17 19:20,3460654.0,247532,62809,2050923,b,Internet Explorer,Desktop,0
5058,IDqD3j2FV,13/01/17 02:34,-1.0,252728,95113,65017662,b,Mozilla Firefox,Mobile,0
5059,IDemK8JpG,13/01/17 12:00,9994041.0,840442,15124,99558603,d,Edge,Tablet,0
5060,ID7qW1KAG,14/01/17 10:27,1371258.0,15443,48498,55358028,b,Mozilla Firefox,Desktop,0
5061,IDkNAR3y6,20/01/17 01:58,3696590.0,92633,84987,15961717,e,Edge,Tablet,0
5062,IDgmMaEEZ,11/01/17 12:36,6700552.0,287594,64452,59842226,c,Internet Explorer,Desktop,1
5063,IDL8LN61s,18/01/17 09:45,6457264.0,175975,3643,78406516,b,Edge,Tablet,0
5064,IDbxre2tG,17/01/17 10:51,2659732.0,412494,54916,54526992,b,Internet Explorer,Tablet,0
5065,IDxNwRmWn,10/01/17 07:15,8651753.0,913405,64452,65017662,b,Mozilla Firefox,Mobile,0
5066,IDVpQnGMb,18/01/17 16:20,4354370.0,957139,6906,99510044,b,Mozilla Firefox,Mobile,0
5067,IDq1HGKik,11/01/17 09:04,8174394.0,645553,14345,67290861,c,Mozilla Firefox,Mobile,0
5068,ID67ZkGHK,15/01/17 15:23,2817379.0,886756,40339,68646414,a,Edge,Tablet,0
5069,ID741A94n,15/01/17 06:30,9335708.0,530221,3643,555603,b,Mozilla Firefox,Desktop,0
5070,ID4kTTk4O,11/01/17 16:55,2750047.0,694381,6906,99510044,a,Mozilla Firefox,Mobile,0
5071,IDX5ZYjLw,19/01/17 17:51,8202532.0,554480,20322,7864011,d,Mozilla Firefox,Desktop,0
5072,IDaNGLWc9,11/01/17 17:15,9587548.0,901714,42227,43770446,c,Edge,Tablet,0
5073,ID7ldCuk4,12/01/17 12:03,7173952.0,661829,25085,91553313,e,Edge,Tablet,0
5074,ID565Rvv3,17/01/17 14:22,2761898.0,530637,33638,79906734,b,Mozilla Firefox,Mobile,0
5075,IDvlMmOV3,11/01/17 15:19,8036550.0,39371,30580,67147700,b,Mozilla Firefox,Mobile,0
